"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"10/29/2020","59","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","59"
"10/30/2020","56","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","56"
"10/31/2020","58","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","58"
"11/01/2020","86","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","86"
"11/02/2020","89","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","89"
"11/03/2020","47","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","47"
"11/04/2020","14","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","14"
"11/05/2020","24","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","24"
"11/06/2020","25","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","25"
"11/07/2020","37","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","37"
"11/08/2020","52","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","52"
"11/09/2020","57","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","57"
"11/10/2020","34","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","34"
"11/11/2020","52","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","52"
"11/12/2020","90","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","90"
"11/13/2020","18","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","18"
"11/14/2020","18","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","18"
"11/15/2020","26","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","26"
"11/16/2020","42","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","42"
"11/17/2020","31","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","31"
"11/18/2020","17","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","17"
"11/19/2020","21","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","21"
"11/20/2020","61","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","61"
"11/21/2020","53","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","53"
"11/22/2020","54","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","54"
"11/23/2020","25","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","25"
"11/24/2020","29","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","29"
"11/25/2020","20","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","20"
"11/26/2020","29","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","29"
"11/27/2020","31","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","31"
"11/28/2020","39","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","39"
"11/29/2020","44","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","44"
"11/30/2020","26","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","26"
"12/01/2020","40","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","40"
"12/02/2020","38","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","38"
"12/03/2020","60","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","60"
"12/04/2020","77","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","77"
"12/05/2020","79","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","79"
"12/06/2020","53","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","53"
"12/07/2020","60","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","60"
"12/08/2020","64","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","64"
"12/09/2020","44","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","44"
"12/10/2020","44","PM2.5","Salem - Turner at Cascade School (CJH)","41-047-0004","AQS",".","44"
"12/11/2020","23","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","23"
"12/12/2020","53","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","53"
"12/13/2020","39","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","39"
"12/14/2020","18","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","18"
"12/15/2020","33","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","33"
"12/16/2020","18","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","18"
"12/17/2020","20","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","20"
"12/18/2020","21","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","21"
"12/19/2020","8","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","8"
"12/20/2020","13","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","13"
"12/21/2020","10","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","10"
"12/22/2020","23","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","23"
"12/23/2020","34","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","34"
"12/24/2020","55","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","55"
"12/25/2020","53","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","53"
"12/26/2020","9","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","9"
"12/27/2020","27","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","27"
"12/28/2020","38","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","38"
"12/29/2020","59","PM2.5","Salem - State Hospital","41-047-0041","AQS",".","59"
"12/30/2020","25","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","25"
"12/31/2020","12","PM2.5","Silverton - (SJW)","41-047-0007","AQS",".","12"
